ea,kind,original,demangled,alias
872976,plt_thunk,._ZN11TServerList20showConnectingWindowEv,TServerList::showConnectingWindow(void),plt_TServerList_showConnectingWindow_void
872992,plt_thunk,._ZN23TGUIAnimationPropertiesC2Ev,TGUIAnimationProperties::TGUIAnimationProperties(void),plt_TGUIAnimationProperties_TGUIAnimationProperties_void
873008,plt_thunk,._ZN12TFontManager8findFontERK7TStringiS2_,"TFontManager::findFont(TString const&,int,TString const&)",plt_TFontManager_findFont_TString_const_int_TString_const
873024,plt_thunk,._ZN15TScriptUniverse15setExecutingNPCEP10TServerNPC,TScriptUniverse::setExecutingNPC(TServerNPC *),plt_TScriptUniverse_setExecutingNPC_TServerNPC
873056,plt_thunk,._ZN6TFiles15hasAbsolutePathERK7TString,TFiles::hasAbsolutePath(TString const&),plt_TFiles_hasAbsolutePath_TString_const
873088,plt_thunk,._ZN12GuiArrayCtrl18checkMouseOverCellERK6TPoint,GuiArrayCtrl::checkMouseOverCell(TPoint const&),plt_GuiArrayCtrl_checkMouseOverCell_TPoint_const
873104,plt_thunk,._ZNK11TStringList8getValueERK7TString,TStringList::getValue(TString const&),plt_TStringList_getValue_TString_const
873120,plt_thunk,._ZN10TServerNPC12setImageNameERK7TString,TServerNPC::setImageName(TString const&),plt_TServerNPC_setImageName_TString_const
873136,plt_thunk,._ZN10TAdventureD1Ev,TAdventure::~TAdventure(),plt_TAdventure_TAdventure
873168,plt_thunk,._ZN9THTMLPage12freeSubPagesEv,THTMLPage::freeSubPages(void),plt_THTMLPage_freeSubPages_void
873184,plt_thunk,._ZN5TTime10getUTCTimeEv,TTime::getUTCTime(void),plt_TTime_getUTCTime_void
873216,plt_thunk,._Z9jround_upll,"jround_up(long,long)",plt_jround_up_long_long
873248,plt_thunk,._ZN11TProjectileD1Ev,TProjectile::~TProjectile(),plt_TProjectile_TProjectile
873264,plt_thunk,._ZN8TShowImg12setImageTypeEi,TShowImg::setImageType(int),plt_TShowImg_setImageType_int
873280,plt_thunk,._ZN7TScript15addCatchedEventERK7TStringS2_i,"TScript::addCatchedEvent(TString const&,TString const&,int)",plt_TScript_addCatchedEvent_TString_const_TString_const_int
873296,plt_thunk,._ZN18TResourceFunctions17setEncodedFileKeyERK7TStringiS2_,"TResourceFunctions::setEncodedFileKey(TString const&,int,TString const&)",plt_TResourceFunctions_setEncodedFileKey_TString_const_int_TString_const
873312,plt_thunk,._Z32TServerList_initStaticScriptVarsv,TServerList_initStaticScriptVars(void),plt_TServerList_initStaticScriptVars_void
873328,plt_thunk,._ZN7TPlayer15invokeNPCActionE12script_eventP9TGraalVar,"TPlayer::invokeNPCAction(script_event,TGraalVar *)",plt_TPlayer_invokeNPCAction_script_event_TGraalVar
873344,plt_thunk,._ZN14TScriptMachine16findActionObjectEv,TScriptMachine::findActionObject(void),plt_TScriptMachine_findActionObject_void
873360,plt_thunk,._ZN7TClient18ignoreFileRequestsERK7TString,TClient::ignoreFileRequests(TString const&),plt_TClient_ignoreFileRequests_TString_const
873376,plt_thunk,._ZN12TServerLevel16putFlyingObject2Eiiidddd,"TServerLevel::putFlyingObject2(int,int,int,double,double,double,double)",plt_TServerLevel_putFlyingObject2_int_int_int_double_double_double_double
873408,plt_thunk,._ZN14TScriptMachine8setStateEP19TScriptMachineState,TScriptMachine::setState(TScriptMachineState *),plt_TScriptMachine_setState_TScriptMachineState
873424,plt_thunk,._ZN9TGraalVar15setMaxLoopLimitEi,TGraalVar::setMaxLoopLimit(int),plt_TGraalVar_setMaxLoopLimit_int
873440,plt_thunk,._ZNK17GuiControlProfile12getTextWidthERK7TString,GuiControlProfile::getTextWidth(TString const&),plt_GuiControlProfile_getTextWidth_TString_const
873456,plt_thunk,._ZN7TPlayer10initBufferEv,TPlayer::initBuffer(void),plt_TPlayer_initBuffer_void
873472,plt_thunk,._Z37TParticleEmitter_initStaticScriptVarsv,TParticleEmitter_initStaticScriptVars(void),plt_TParticleEmitter_initStaticScriptVars_void
873488,plt_thunk,._ZN6CyaInt8mp_clampEPNS_6mp_intE,CyaInt::mp_clamp(CyaInt::mp_int *),plt_CyaInt_mp_clamp_CyaInt_mp_int
873504,plt_thunk,._ZN9TGUIStyle16readFontAndColorEP17GuiControlProfileRK7TStringS4_,"TGUIStyle::readFontAndColor(GuiControlProfile *,TString const&,TString const&)",plt_TGUIStyle_readFontAndColor_GuiControlProfile_TString_const_TString_const
873520,plt_thunk,._ZN13TDrawingPanel11createPanelEv,TDrawingPanel::createPanel(void),plt_TDrawingPanel_createPanel_void
873536,plt_thunk,._ZN18GuiContextMenuCtrl10initObjectEv,GuiContextMenuCtrl::initObject(void),plt_GuiContextMenuCtrl_initObject_void
873552,plt_thunk,._ZN14TLayerTilesVarC2EP11TTilesLayerRK7TString,"TLayerTilesVar::TLayerTilesVar(TTilesLayer *,TString const&)",plt_TLayerTilesVar_TLayerTilesVar_TTilesLayer_TString_const
873568,plt_thunk,._ZN15TScriptUniverse23addEncryptedClassScriptERK7TStringS2_iS2_,"TScriptUniverse::addEncryptedClassScript(TString const&,TString const&,int,TString const&)",plt_TScriptUniverse_addEncryptedClassScript_TString_const_TString_const_int_TString_const
873584,plt_thunk,._ZN15TParticleDataEx16copyFromTemplateEPS_,TParticleDataEx::copyFromTemplate(TParticleDataEx*),plt_TParticleDataEx_copyFromTemplate_TParticleDataEx
873600,plt_thunk,._ZN7TScript20getClassCodeFilenameERK7TString,TScript::getClassCodeFilename(TString const&),plt_TScript_getClassCodeFilename_TString_const
873616,plt_thunk,._ZN12TLevelObjectC2EP12TServerLevel,TLevelObject::TLevelObject(TServerLevel *),plt_TLevelObject_TLevelObject_TServerLevel
873632,plt_thunk,._ZN13GuiScrollCtrl14drawHScrollBarERK6TPoint,GuiScrollCtrl::drawHScrollBar(TPoint const&),plt_GuiScrollCtrl_drawHScrollBar_TPoint_const
873648,plt_thunk,._ZN18TResourceFunctions11isImageFileERK7TString,TResourceFunctions::isImageFile(TString const&),plt_TResourceFunctions_isImageFile_TString_const
873664,plt_thunk,._ZN9GuiCanvas9mouseLockEiP10GuiControl,"GuiCanvas::mouseLock(int,GuiControl *)",plt_GuiCanvas_mouseLock_int_GuiControl
873680,plt_thunk,._ZNK7TString14endsIgnoreCaseERKS_,TString::endsIgnoreCase(TString const&),plt_TString_endsIgnoreCase_TString_const
873696,plt_thunk,._ZN20TDrawingPanelTextureD1Ev,TDrawingPanelTexture::~TDrawingPanelTexture(),plt_TDrawingPanelTexture_TDrawingPanelTexture
873712,plt_thunk,._ZN15TIdentification13getHarddiskIDEv,TIdentification::getHarddiskID(void),plt_TIdentification_getHarddiskID_void
873744,plt_thunk,._ZN6CyaInt18mp_to_unsigned_binEPNS_6mp_intEPh,"CyaInt::mp_to_unsigned_bin(CyaInt::mp_int *,uchar *)",plt_CyaInt_mp_to_unsigned_bin_CyaInt_mp_int_uchar
873760,plt_thunk,._ZN6TTiles19getTileBitmapAndPosER7TStringRiS2_,"TTiles::getTileBitmapAndPos(TString &,int &,int &)",plt_TTiles_getTileBitmapAndPos_TString_int_int
873776,plt_thunk,._ZN7TPlayer14screenToWorldXEi,TPlayer::screenToWorldX(int),plt_TPlayer_screenToWorldX_int
873792,plt_thunk,._Z13yajl_do_parseP13yajl_handle_tPKhm,"yajl_do_parse(yajl_handle_t *,uchar const*,ulong)",plt_yajl_do_parse_yajl_handle_t_uchar_const_ulong
873808,plt_thunk,._ZN9T2DMatrix19setScaleAndRotationEfff,"T2DMatrix::setScaleAndRotation(float,float,float)",plt_T2DMatrix_setScaleAndRotation_float_float_float
873840,plt_thunk,._ZN8TUnicode13unicodeToUTF8Ej,TUnicode::unicodeToUTF8(uint),plt_TUnicode_unicodeToUTF8_uint
873856,plt_thunk,._ZN13TDrawingPanel7refreshEv,TDrawingPanel::refresh(void),plt_TDrawingPanel_refresh_void
873872,plt_thunk,._ZN12TServerLevel10setMapSizeEii,"TServerLevel::setMapSize(int,int)",plt_TServerLevel_setMapSize_int_int
873888,plt_thunk,._ZN13TServerPlayer11serverMovedEv,TServerPlayer::serverMoved(void),plt_TServerPlayer_serverMoved_void
873904,plt_thunk,._ZN6CyaInt15mp_exptmod_fastEPNS_6mp_intES1_S1_S1_i,"CyaInt::mp_exptmod_fast(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,int)",plt_CyaInt_mp_exptmod_fast_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_int
873920,plt_thunk,._Z19IsHostAndPortInListRK7TStringS1_i,"IsHostAndPortInList(TString const&,TString const&,int)",plt_IsHostAndPortInList_TString_const_TString_const_int
873936,plt_thunk,._ZN6CyaInt7InitSSLEPNS_6CYASSLEPNS_10CYASSL_CTXE,"CyaInt::InitSSL(CyaInt::CYASSL *,CyaInt::CYASSL_CTX *)",plt_CyaInt_InitSSL_CyaInt_CYASSL_CyaInt_CYASSL_CTX
873952,plt_thunk,._ZN12TLevelObject13setDrawMatrixEP9T2DMatrix,TLevelObject::setDrawMatrix(T2DMatrix *),plt_TLevelObject_setDrawMatrix_T2DMatrix
873968,plt_thunk,._ZN7TClient28getCachedPlayerByAccountnameERK7TStringb,"TClient::getCachedPlayerByAccountname(TString const&,bool)",plt_TClient_getCachedPlayerByAccountname_TString_const_bool
873984,plt_thunk,._ZN12TLevelObject16calcSortPositionEv,TLevelObject::calcSortPosition(void),plt_TLevelObject_calcSortPosition_void
874000,plt_thunk,._ZN8TShowImg12setImagePartEiiii,"TShowImg::setImagePart(int,int,int,int)",plt_TShowImg_setImagePart_int_int_int_int
874016,plt_thunk,._Z12GenerateSeedP7OS_SeedPhj,"GenerateSeed(OS_Seed *,uchar *,uint)",plt_GenerateSeed_OS_Seed_uchar_uint
874032,plt_thunk,._ZN17TDrawingPanelPort15drawTextureFontEP5TFontffPKciiRK12TFontOptionsb,"TDrawingPanelPort::drawTextureFont(TFont *,float,float,char const*,int,int,TFontOptions const&,bool)",plt_TDrawingPanelPort_drawTextureFont_TFont_float_float_char_const_int_int_TFontOptions_const_bool
874048,plt_thunk,._ZN13TBodySubPanel8getPanelEv,TBodySubPanel::getPanel(void),plt_TBodySubPanel_getPanel_void
874064,plt_thunk,._ZN13TDrawingPanel11copyContentEPS_,TDrawingPanel::copyContent(TDrawingPanel*),plt_TDrawingPanel_copyContent_TDrawingPanel
874096,plt_thunk,._ZN6CyaInt8mp_2exptEPNS_6mp_intEi,"CyaInt::mp_2expt(CyaInt::mp_int *,int)",plt_CyaInt_mp_2expt_CyaInt_mp_int_int
874128,plt_thunk,._ZN9THTMLPage6renderERK6TPoint,THTMLPage::render(TPoint const&),plt_THTMLPage_render_TPoint_const
874144,plt_thunk,._ZN5TList6InsertEiPv,"TList::Insert(int,void *)",plt_TList_Insert_int_void
874160,plt_thunk,._ZN6CyaInt11mp_dr_setupEPNS_6mp_intEPj,"CyaInt::mp_dr_setup(CyaInt::mp_int *,uint *)",plt_CyaInt_mp_dr_setup_CyaInt_mp_int_uint
874176,plt_thunk,._ZN6CyaInt12mp_init_copyEPNS_6mp_intES1_,"CyaInt::mp_init_copy(CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_init_copy_CyaInt_mp_int_CyaInt_mp_int
874192,plt_thunk,._Z18jpeg_mem_availableP18jpeg_common_structlll,"jpeg_mem_available(jpeg_common_struct *,long,long,long)",plt_jpeg_mem_available_jpeg_common_struct_long_long_long
874208,plt_thunk,._ZN9TGUIStyle8getStyleERK7TString,TGUIStyle::getStyle(TString const&),plt_TGUIStyle_getStyle_TString_const
874224,plt_thunk,._ZN15TParticleDataExD2Ev,TParticleDataEx::~TParticleDataEx(),plt_TParticleDataEx_TParticleDataEx
874240,plt_thunk,._ZN6TFiles10deleteFileERK7TString,TFiles::deleteFile(TString const&),plt_TFiles_deleteFile_TString_const
874256,plt_thunk,._Z13yajl_buf_freeP10yajl_buf_t,yajl_buf_free(yajl_buf_t *),plt_yajl_buf_free_yajl_buf_t
874272,plt_thunk,._ZN7TPlayer11setCarryingEb,TPlayer::setCarrying(bool),plt_TPlayer_setCarrying_bool
874288,plt_thunk,._ZN16TGraalConnection22parseProtocol_OldGraalEv,TGraalConnection::parseProtocol_OldGraal(void),plt_TGraalConnection_parseProtocol_OldGraal_void
874304,plt_thunk,._ZN25TDoubleArrayVarPropertiesC1Ev,TDoubleArrayVarProperties::TDoubleArrayVarProperties(void),plt_TDoubleArrayVarProperties_TDoubleArrayVarProperties_void
874320,plt_thunk,._ZN12GuiArrayCtrl14cellDeselectedERK6TPoint,GuiArrayCtrl::cellDeselected(TPoint const&),plt_GuiArrayCtrl_cellDeselected_TPoint_const
874336,plt_thunk,._ZN17TParticleModifier7processEP13TParticleDataP21TParticleModifierUserbjf,"TParticleModifier::process(TParticleData *,TParticleModifierUser *,bool,uint,float)",plt_TParticleModifier_process_TParticleData_TParticleModifierUser_bool_uint_float
874352,plt_thunk,._ZN11TServerList19getServerPrivilegesEv,TServerList::getServerPrivileges(void),plt_TServerList_getServerPrivileges_void
874368,plt_thunk,._ZN9TProfiler7hashPopEv,TProfiler::hashPop(void),plt_TProfiler_hashPop_void
874384,plt_thunk,._ZN17TGraphicOperation13drawTextTokenERK7TStringS2_S2_iiiiiiiffibbbiiRK6ColorF,"TGraphicOperation::drawTextToken(TString const&,TString const&,TString const&,int,int,int,int,int,int,int,float,float,int,bool,bool,bool,int,int,ColorF const&)",plt_TGraphicOperation_drawTextToken_TString_const_TString_const_TString_const_int_int_int_int_int_int_int_float_float_int_bool_bool_bool_int_int_ColorF_const
874400,plt_thunk,._ZN6TSetup17addStartMenuLinksERK7TString,TSetup::addStartMenuLinks(TString const&),plt_TSetup_addStartMenuLinks_TString_const
874416,plt_thunk,._ZN15GuiTextEditCtrl15getPasswordTextEv,GuiTextEditCtrl::getPasswordText(void),plt_GuiTextEditCtrl_getPasswordText_void
874432,plt_thunk,._ZN9T2DMatrix8identityEv,T2DMatrix::identity(void),plt_T2DMatrix_identity_void
874448,plt_thunk,._ZN13TDrawingPanel19setDrawPaletteNamedERK7TStringi,"TDrawingPanel::setDrawPaletteNamed(TString const&,int)",plt_TDrawingPanel_setDrawPaletteNamed_TString_const_int
874464,plt_thunk,._ZN9TGraalVar14activateScriptEv,TGraalVar::activateScript(void),plt_TGraalVar_activateScript_void
874480,plt_thunk,._ZN7TPlayer14enterLevelMainERK7TStringb,"TPlayer::enterLevelMain(TString const&,bool)",plt_TPlayer_enterLevelMain_TString_const_bool
874496,plt_thunk,._ZN7TStream16fillZipFunctionsEP19zlib_filefunc_def_s,TStream::fillZipFunctions(zlib_filefunc_def_s *),plt_TStream_fillZipFunctions_zlib_filefunc_def_s
874512,plt_thunk,._ZN15TScriptUniverse24clearGraalScriptMachinesEv,TScriptUniverse::clearGraalScriptMachines(void),plt_TScriptUniverse_clearGraalScriptMachines_void
874528,plt_thunk,._ZN9THTMLAtom15setTextInBufferEji,"THTMLAtom::setTextInBuffer(uint,int)",plt_THTMLAtom_setTextInBuffer_uint_int
874544,plt_thunk,._ZN15GuiTextListCtrl4sortEv,GuiTextListCtrl::sort(void),plt_GuiTextListCtrl_sort_void
874560,plt_thunk,._ZN6CyaInt15InitCipherSpecsEPNS_11CipherSpecsE,CyaInt::InitCipherSpecs(CyaInt::CipherSpecs *),plt_CyaInt_InitCipherSpecs_CyaInt_CipherSpecs
874576,plt_thunk,._ZN7TPlayer19testSittingSleepingEv,TPlayer::testSittingSleeping(void),plt_TPlayer_testSittingSleeping_void
874592,plt_thunk,._ZN11TServerLeapC1EP12TServerLevel,TServerLeap::TServerLeap(TServerLevel *),plt_TServerLeap_TServerLeap_TServerLevel
874608,plt_thunk,._ZN7TStream12LoadFromFileERK7TStringii,"TStream::LoadFromFile(TString const&,int,int)",plt_TStream_LoadFromFile_TString_const_int_int
874640,plt_thunk,._ZN9THTMLPage9initLinesEv,THTMLPage::initLines(void),plt_THTMLPage_initLines_void
874656,plt_thunk,._ZN9THashList5ClearEb,THashList::Clear(bool),plt_THashList_Clear_bool
874672,plt_thunk,._ZN20THashStringsIterator13getNextObjectEv,THashStringsIterator::getNextObject(void),plt_THashStringsIterator_getNextObject_void
874688,plt_thunk,._ZN11THTMLColors18translateColorNameERK7TStringR6ColorI,"THTMLColors::translateColorName(TString const&,ColorI &)",plt_THTMLColors_translateColorName_TString_const_ColorI
874704,plt_thunk,._Z31TExplosion_initStaticScriptVarsv,TExplosion_initStaticScriptVars(void),plt_TExplosion_initStaticScriptVars_void
874736,plt_thunk,._ZN18TResourceFunctions27getLevelFileResourceAbsPathERK7TString,TResourceFunctions::getLevelFileResourceAbsPath(TString const&),plt_TResourceFunctions_getLevelFileResourceAbsPath_TString_const
874752,plt_thunk,._ZN7TPlayer17clearDrawMatricesEv,TPlayer::clearDrawMatrices(void),plt_TPlayer_clearDrawMatrices_void
874768,plt_thunk,._ZN15GuiTextListCtrl11getRowWidthEPKc,GuiTextListCtrl::getRowWidth(char const*),plt_GuiTextListCtrl_getRowWidth_char_const
874784,plt_thunk,._ZN15TResourceObject8clearZipEv,TResourceObject::clearZip(void),plt_TResourceObject_clearZip_void
874800,plt_thunk,._ZN6CyaInt7mp_exchEPNS_6mp_intES1_,"CyaInt::mp_exch(CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_exch_CyaInt_mp_int_CyaInt_mp_int
874816,plt_thunk,._ZN13TBitmapLoader11findAndLoadERK7TString,TBitmapLoader::findAndLoad(TString const&),plt_TBitmapLoader_findAndLoad_TString_const
874832,plt_thunk,._ZN9THashListD2Ev,THashList::~THashList(),plt_THashList_THashList
874848,plt_thunk,._ZN11MRandomR25010initObjectEi,MRandomR250::initObject(int),plt_MRandomR250_initObject_int
874864,plt_thunk,._Z32TEncryption_initStaticScriptVarsv,TEncryption_initStaticScriptVars(void),plt_TEncryption_initStaticScriptVars_void
874880,plt_thunk,._ZN18TResourceFunctions14decryptTStreamERK7TStringP7TStream,"TResourceFunctions::decryptTStream(TString const&,TStream *)",plt_TResourceFunctions_decryptTStream_TString_const_TStream
874896,plt_thunk,._Z37TGameEnvironment_initStaticScriptVarsv,TGameEnvironment_initStaticScriptVars(void),plt_TGameEnvironment_initStaticScriptVars_void
874912,plt_thunk,._ZN12TScriptSpace19getCatchingFunctionERK7TStringS2_,"TScriptSpace::getCatchingFunction(TString const&,TString const&)",plt_TScriptSpace_getCatchingFunction_TString_const_TString_const
874928,plt_thunk,._ZN7TPlayer19destroyWeaponImagesEv,TPlayer::destroyWeaponImages(void),plt_TPlayer_destroyWeaponImages_void
874944,plt_thunk,._ZN13TTranslations17getLanguageDomainERK7TString,TTranslations::getLanguageDomain(TString const&),plt_TTranslations_getLanguageDomain_TString_const
874960,plt_thunk,._ZN9THTMLPage20getHTMLCompatibilityEv,THTMLPage::getHTMLCompatibility(void),plt_THTMLPage_getHTMLCompatibility_void
874992,plt_thunk,._ZN8TTexture10getTextureEiiii,"TTexture::getTexture(int,int,int,int)",plt_TTexture_getTexture_int_int_int_int
875008,plt_thunk,._ZN11TPlayerList14setStaffGuildsERK7TString,TPlayerList::setStaffGuilds(TString const&),plt_TPlayerList_setStaffGuilds_TString_const
875024,plt_thunk,._ZN7TPlayer16drawSpriteOffsetEiiiff,"TPlayer::drawSpriteOffset(int,int,int,float,float)",plt_TPlayer_drawSpriteOffset_int_int_int_float_float
875040,plt_thunk,._ZN12TServerLevel14animateFlowersEv,TServerLevel::animateFlowers(void),plt_TServerLevel_animateFlowers_void
875056,plt_thunk,._Z24getUpdatePackageFilePathRK7TString,getUpdatePackageFilePath(TString const&),plt_getUpdatePackageFilePath_TString_const
875072,plt_thunk,._ZN11TGaniObject4setzEd,TGaniObject::setz(double),plt_TGaniObject_setz_double
875088,plt_thunk,._Z20ani_switch_to_bufferP15yy_buffer_state,ani_switch_to_buffer(yy_buffer_state *),plt_ani_switch_to_buffer_yy_buffer_state
875104,plt_thunk,._ZN7TPlayer14pushDrawMatrixERK9T2DMatrix,TPlayer::pushDrawMatrix(T2DMatrix const&),plt_TPlayer_pushDrawMatrix_T2DMatrix_const
875120,plt_thunk,._ZN13TServerPlayer13setPropertiesERK7TString,TServerPlayer::setProperties(TString const&),plt_TServerPlayer_setProperties_TString_const
875136,plt_thunk,._ZN27TParticleModifierPropertiesC2Ev,TParticleModifierProperties::TParticleModifierProperties(void),plt_TParticleModifierProperties_TParticleModifierProperties_void
875152,plt_thunk,._ZN7TSocketD1Ev,TSocket::~TSocket(),plt_TSocket_TSocket
875168,plt_thunk,._ZN12TServerLevel12isRectOnWallEddddb,"TServerLevel::isRectOnWall(double,double,double,double,bool)",plt_TServerLevel_isRectOnWall_double_double_double_double_bool
875200,plt_thunk,._ZN6CyaInt8mp_mul_dEPNS_6mp_intEjS1_,"CyaInt::mp_mul_d(CyaInt::mp_int *,uint,CyaInt::mp_int *)",plt_CyaInt_mp_mul_d_CyaInt_mp_int_uint_CyaInt_mp_int
875216,plt_thunk,._ZN9TGraalVar12readFromFileERK7TStringS2_b,"TGraalVar::readFromFile(TString const&,TString const&,bool)",plt_TGraalVar_readFromFile_TString_const_TString_const_bool
875232,plt_thunk,._ZN13GuiMLTextCtrl13getCursorLineEv,GuiMLTextCtrl::getCursorLine(void),plt_GuiMLTextCtrl_getCursorLine_void
875248,plt_thunk,._Z18FreeLastSavedImageP11GifFileType,FreeLastSavedImage(GifFileType *),plt_FreeLastSavedImage_GifFileType
875264,plt_thunk,._ZN7TPlayer18updateGraphicsSizeEv,TPlayer::updateGraphicsSize(void),plt_TPlayer_updateGraphicsSize_void
875280,plt_thunk,._ZN13GuiScrollCtrl8scrollToEii,"GuiScrollCtrl::scrollTo(int,int)",plt_GuiScrollCtrl_scrollTo_int_int
875312,plt_thunk,._ZN7TScript11getFunctionERK7TString,TScript::getFunction(TString const&),plt_TScript_getFunction_TString_const
875328,plt_thunk,._ZN16T2DMatrixManager4pushEfffff,"T2DMatrixManager::push(float,float,float,float,float)",plt_T2DMatrixManager_push_float_float_float_float_float
875344,plt_thunk,._ZN9THashList7addLinkEP13THashListLink,THashList::addLink(THashListLink *),plt_THashList_addLink_THashListLink
875360,plt_thunk,._Z33TServerChest_initStaticScriptVarsv,TServerChest_initStaticScriptVars(void),plt_TServerChest_initStaticScriptVars_void
875376,plt_thunk,._ZN9THTMLPage12initTabStopsEv,THTMLPage::initTabStops(void),plt_THTMLPage_initTabStops_void
