ea,kind,original,demangled,alias
869824,plt_thunk,._Z19jinit_marker_readerP22jpeg_decompress_struct,jinit_marker_reader(jpeg_decompress_struct *),plt_jinit_marker_reader_jpeg_decompress_struct
869840,plt_thunk,._ZN11TTilesLayer7settileEddi,"TTilesLayer::settile(double,double,int)",plt_TTilesLayer_settile_double_double_int
869856,plt_thunk,._ZN12GuiArrayCtrl9onMouseUpERK8GuiEvent,GuiArrayCtrl::onMouseUp(GuiEvent const&),plt_GuiArrayCtrl_onMouseUp_GuiEvent_const
869872,plt_thunk,._ZN10TExplosion7animateEv,TExplosion::animate(void),plt_TExplosion_animate_void
869888,plt_thunk,._ZN16THTMLDefinitions14getTagNameListEv,THTMLDefinitions::getTagNameList(void),plt_THTMLDefinitions_getTagNameList_void
869904,plt_thunk,._ZN15GuiTextEditCtrl13saveUndoStateEv,GuiTextEditCtrl::saveUndoState(void),plt_GuiTextEditCtrl_saveUndoState_void
869920,plt_thunk,._ZN6CyaInt18mp_reduce_2k_setupEPNS_6mp_intEPj,"CyaInt::mp_reduce_2k_setup(CyaInt::mp_int *,uint *)",plt_CyaInt_mp_reduce_2k_setup_CyaInt_mp_int_uint
869936,plt_thunk,._Z15replaceKeyCodesRK7TString,replaceKeyCodes(TString const&),plt_replaceKeyCodes_TString_const
869952,plt_thunk,._ZN7TClient18manageDataByScriptEhRK7TString,"TClient::manageDataByScript(uchar,TString const&)",plt_TClient_manageDataByScript_uchar_TString_const
869968,plt_thunk,._ZN7TPlayer12updateMapPosEv,TPlayer::updateMapPos(void),plt_TPlayer_updateMapPos_void
869984,plt_thunk,._ZNK15TParticleDataEx14getPolyMinMaxXEPfS0_,"TParticleDataEx::getPolyMinMaxX(float *,float *)",plt_TParticleDataEx_getPolyMinMaxX_float_float
870000,plt_thunk,._ZN15GuiTextListCtrl8setEntryEiPKc,"GuiTextListCtrl::setEntry(int,char const*)",plt_GuiTextListCtrl_setEntry_int_char_const
870016,plt_thunk,._ZN12GuiArrayCtrl13selectCellsToERK6TPoint,GuiArrayCtrl::selectCellsTo(TPoint const&),plt_GuiArrayCtrl_selectCellsTo_TPoint_const
870032,plt_thunk,._Z28TServerPlayer_initStaticVarsv,TServerPlayer_initStaticVars(void),plt_TServerPlayer_initStaticVars_void
870048,plt_thunk,._ZN6TTiles19SaveTileDefinitionsEv,TTiles::SaveTileDefinitions(void),plt_TTiles_SaveTileDefinitions_void
870064,plt_thunk,._ZN10TStaticVarD1Ev,TStaticVar::~TStaticVar(),plt_TStaticVar_TStaticVar
870080,plt_thunk,._ZN7TString6addintEiiibb,"TString::addint(int,int,int,bool,bool)",plt_TString_addint_int_int_int_bool_bool
870096,plt_thunk,._Z21TInput_initStaticVarsv,TInput_initStaticVars(void),plt_TInput_initStaticVars_void
870112,plt_thunk,._ZN9THTMLPage11allocateURLEv,THTMLPage::allocateURL(void),plt_THTMLPage_allocateURL_void
870128,plt_thunk,._ZN14TScriptMachine10arrayClearEv,TScriptMachine::arrayClear(void),plt_TScriptMachine_arrayClear_void
870144,plt_thunk,._ZN16TGraalConnection21setEncryptionParseKeyERK7TString,TGraalConnection::setEncryptionParseKey(TString const&),plt_TGraalConnection_setEncryptionParseKey_TString_const
870176,plt_thunk,._ZN16TParticleEmitter4drawEP7TPlayer,TParticleEmitter::draw(TPlayer *),plt_TParticleEmitter_draw_TPlayer
870192,plt_thunk,._ZN6CyaInt11MakeTLSv1_1Ev,CyaInt::MakeTLSv1_1(void),plt_CyaInt_MakeTLSv1_1_void
870208,plt_thunk,._ZN7TScript15onScriptUpdatedEv,TScript::onScriptUpdated(void),plt_TScript_onScriptUpdated_void
870224,plt_thunk,._ZN13TDrawingPanel8clearAllEv,TDrawingPanel::clearAll(void),plt_TDrawingPanel_clearAll_void
870240,plt_thunk,._ZNK11TStringList13GetCommaText2Ev,TStringList::GetCommaText2(void),plt_TStringList_GetCommaText2_void
870256,plt_thunk,._ZN10MRandomLCGC1ERK7TString,MRandomLCG::MRandomLCG(TString const&),plt_MRandomLCG_MRandomLCG_TString_const
870272,plt_thunk,._ZN7TSocket16setSSLCipherListERK7TString,TSocket::setSSLCipherList(TString const&),plt_TSocket_setSSLCipherList_TString_const
870288,plt_thunk,._ZN22TLevelObjectPropertiesC1Ev,TLevelObjectProperties::TLevelObjectProperties(void),plt_TLevelObjectProperties_TLevelObjectProperties_void
870304,plt_thunk,._ZN6CyaInt8mp_div_2EPNS_6mp_intES1_,"CyaInt::mp_div_2(CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_div_2_CyaInt_mp_int_CyaInt_mp_int
870320,plt_thunk,._ZN9TGraalVar11writeToFileERK7TStringS2_jbbi,"TGraalVar::writeToFile(TString const&,TString const&,uint,bool,bool,int)",plt_TGraalVar_writeToFile_TString_const_TString_const_uint_bool_bool_int
870336,plt_thunk,._Z26graalconsts_initStaticVarsv,graalconsts_initStaticVars(void),plt_graalconsts_initStaticVars_void
870368,plt_thunk,._ZN12TServerLevel10getNPCListEv,TServerLevel::getNPCList(void),plt_TServerLevel_getNPCList_void
870384,plt_thunk,._Z27TFontManager_initStaticVarsv,TFontManager_initStaticVars(void),plt_TFontManager_initStaticVars_void
870400,plt_thunk,._ZN13TColorManager4pushERK6ColorFi,"TColorManager::push(ColorF const&,int)",plt_TColorManager_push_ColorF_const_int
870416,plt_thunk,._ZN6CyaInt13mp_init_multiEPNS_6mp_intES1_S1_S1_S1_S1_,"CyaInt::mp_init_multi(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_init_multi_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int
870432,plt_thunk,._ZN7TStream8readLineEv,TStream::readLine(void),plt_TStream_readLine_void
870448,plt_thunk,._ZN10GuiControl8setGreenEf,GuiControl::setGreen(float),plt_GuiControl_setGreen_float
870464,plt_thunk,._ZN7TPlayer10canLayItemEv,TPlayer::canLayItem(void),plt_TPlayer_canLayItem_void
870480,plt_thunk,._Z19calcLinkDestinationRK7TStringP7TPlayer,"calcLinkDestination(TString const&,TPlayer *)",plt_calcLinkDestination_TString_const_TPlayer
870496,plt_thunk,._Z21initHTMLAmpersandListv,initHTMLAmpersandList(void),plt_initHTMLAmpersandList_void
870512,plt_thunk,._ZN9TTilesVarC1EP12TServerLevelRK7TString,"TTilesVar::TTilesVar(TServerLevel *,TString const&)",plt_TTilesVar_TTilesVar_TServerLevel_TString_const
870528,plt_thunk,._ZN8TTexture15getTexturePixelERK7TStringii,"TTexture::getTexturePixel(TString const&,int,int)",plt_TTexture_getTexturePixel_TString_const_int_int
870544,plt_thunk,._ZN12TServerLevel14animateCarriesEv,TServerLevel::animateCarries(void),plt_TServerLevel_animateCarries_void
870560,plt_thunk,._Z24TURLCache_initStaticVarsv,TURLCache_initStaticVars(void),plt_TURLCache_initStaticVars_void
870576,plt_thunk,._ZN15TParticleDataExC1Ev,TParticleDataEx::TParticleDataEx(void),plt_TParticleDataEx_TParticleDataEx_void
870592,plt_thunk,._ZN10TServerNPC8tilesizeEv,TServerNPC::tilesize(void),plt_TServerNPC_tilesize_void
870608,plt_thunk,._ZNK7TString7indexOfEci,"TString::indexOf(char,int)",plt_TString_indexOf_char_int
870624,plt_thunk,._Z31MRandomGenerator_initStaticVarsv,MRandomGenerator_initStaticVars(void),plt_MRandomGenerator_initStaticVars_void
870640,plt_thunk,._Z27getPackagesDownloadCompletev,getPackagesDownloadComplete(void),plt_getPackagesDownloadComplete_void
870656,plt_thunk,._ZNK13TGUIAnimation25getTimingFunctionAsStringEv,TGUIAnimation::getTimingFunctionAsString(void),plt_TGUIAnimation_getTimingFunctionAsString_void
870672,plt_thunk,._ZN7TString9addbufferEPKci,"TString::addbuffer(char const*,int)",plt_TString_addbuffer_char_const_int
870688,plt_thunk,._Z11GetHostNamev,GetHostName(void),plt_GetHostName_void
870704,plt_thunk,._ZN10GuiControl17isActuallyVisibleEv,GuiControl::isActuallyVisible(void),plt_GuiControl_isActuallyVisible_void
870720,plt_thunk,._ZN15TScriptUniverseC1Ev,TScriptUniverse::TScriptUniverse(void),plt_TScriptUniverse_TScriptUniverse_void
870736,plt_thunk,._ZN16TGraalConnection16printSocketErrorEv,TGraalConnection::printSocketError(void),plt_TGraalConnection_printSocketError_void
870752,plt_thunk,._ZN7TClient13sendUnsetFlagERK7TString,TClient::sendUnsetFlag(TString const&),plt_TClient_sendUnsetFlag_TString_const
870768,plt_thunk,._ZN12TServerLevel14addDrawObjectsEP7TPlayer,TServerLevel::addDrawObjects(TPlayer *),plt_TServerLevel_addDrawObjects_TPlayer
870784,plt_thunk,._ZN12TServerLevel8isOnSignEdd,"TServerLevel::isOnSign(double,double)",plt_TServerLevel_isOnSign_double_double
870800,plt_thunk,._ZN6CyaInt22CyaSSLv3_client_methodEv,CyaInt::CyaSSLv3_client_method(void),plt_CyaInt_CyaSSLv3_client_method_void
870816,plt_thunk,._ZN13GuiScrollCtrl17scrollRectVisibleE10TRectangle,GuiScrollCtrl::scrollRectVisible(TRectangle),plt_GuiScrollCtrl_scrollRectVisible_TRectangle
870832,plt_thunk,._Z26TServerList_initStaticVarsv,TServerList_initStaticVars(void),plt_TServerList_initStaticVars_void
870848,plt_thunk,._ZN7TPlayer16getScreenMiddleYEv,TPlayer::getScreenMiddleY(void),plt_TPlayer_getScreenMiddleY_void
870864,plt_thunk,._ZN7TStringaSERKS_,TString::operator=(TString const&),plt_TString_operator_assign_TString_const
870880,plt_thunk,._Z14jpeg_get_largeP18jpeg_common_structm,"jpeg_get_large(jpeg_common_struct *,ulong)",plt_jpeg_get_large_jpeg_common_struct_ulong
870896,plt_thunk,._ZN13GuiMLTextCtrl10insertTextEPKcjjbbb,"GuiMLTextCtrl::insertText(char const*,uint,uint,bool,bool,bool)",plt_GuiMLTextCtrl_insertText_char_const_uint_uint_bool_bool_bool
870912,plt_thunk,._ZNK7TString7indexOfERKS_,TString::indexOf(TString const&),plt_TString_indexOf_TString_const
870928,plt_thunk,._ZN7TPlayer11throwObjectEv,TPlayer::throwObject(void),plt_TPlayer_throwObject_void
870944,plt_thunk,._ZN12TScriptSpace10setTimeoutEd,TScriptSpace::setTimeout(double),plt_TScriptSpace_setTimeout_double
870960,plt_thunk,._ZNK7TString7indexOfERKS_i,"TString::indexOf(TString const&,int)",plt_TString_indexOf_TString_const_int
870992,plt_thunk,._ZN9TProfiler10dumpToListEP11TStringList,TProfiler::dumpToList(TStringList *),plt_TProfiler_dumpToList_TStringList
871008,plt_thunk,._ZN7TSounds12getsoundfileERK7TString,TSounds::getsoundfile(TString const&),plt_TSounds_getsoundfile_TString_const
871024,plt_thunk,._ZN6CyaInt6mp_divEPNS_6mp_intES1_S1_S1_,"CyaInt::mp_div(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_div_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int
871040,plt_thunk,._ZN11TGaniObject18getGaniParamOrAttrEbi,"TGaniObject::getGaniParamOrAttr(bool,int)",plt_TGaniObject_getGaniParamOrAttr_bool_int
871056,plt_thunk,._ZN11GuiTextCtrlC2ERK7TString,GuiTextCtrl::GuiTextCtrl(TString const&),plt_GuiTextCtrl_GuiTextCtrl_TString_const
871072,plt_thunk,._ZN7TSounds10playsimpleERK7TString,TSounds::playsimple(TString const&),plt_TSounds_playsimple_TString_const
871088,plt_thunk,._ZN18TResourceFunctions26getMatchingResourceObjectsERK7TStringib,"TResourceFunctions::getMatchingResourceObjects(TString const&,int,bool)",plt_TResourceFunctions_getMatchingResourceObjects_TString_const_int_bool
871104,plt_thunk,._ZN15TScriptProperty5cloneEv,TScriptProperty::clone(void),plt_TScriptProperty_clone_void
871120,plt_thunk,._ZN16TGraalConnection12setEnableSSLEb,TGraalConnection::setEnableSSL(bool),plt_TGraalConnection_setEnableSSL_bool
871136,plt_thunk,._Znam,operator new[](ulong),plt_operator_new_ulong
871168,plt_thunk,._Z15getStringTPointRK7TString,getStringTPoint(TString const&),plt_getStringTPoint_TString_const
871184,plt_thunk,._ZN25GuiTextListCtrlPropertiesC1Ev,GuiTextListCtrlProperties::GuiTextListCtrlProperties(void),plt_GuiTextListCtrlProperties_GuiTextListCtrlProperties_void
871200,plt_thunk,._ZN14TScriptMachine11expandArrayEv,TScriptMachine::expandArray(void),plt_TScriptMachine_expandArray_void
871216,plt_thunk,._Z20getTFloatPointStringRK11TFloatPoint,getTFloatPointString(TFloatPoint const&),plt_getTFloatPointString_TFloatPoint_const
871232,plt_thunk,._ZN7TString6addhexEjiibbb,"TString::addhex(uint,int,int,bool,bool,bool)",plt_TString_addhex_uint_int_int_bool_bool_bool
871248,plt_thunk,._ZN20THashStringsIteratorC1EP12THashStrings,THashStringsIterator::THashStringsIterator(THashStrings *),plt_THashStringsIterator_THashStringsIterator_THashStrings
871280,plt_thunk,._ZN11TGaniObject18setGaniParamOrAttrEbbiRK7TString,"TGaniObject::setGaniParamOrAttr(bool,bool,int,TString const&)",plt_TGaniObject_setGaniParamOrAttr_bool_bool_int_TString_const
871296,plt_thunk,._ZN6TInput17generalkeypressedEib,"TInput::generalkeypressed(int,bool)",plt_TInput_generalkeypressed_int_bool
871312,plt_thunk,._ZN10TBodyPanel5clearEv,TBodyPanel::clear(void),plt_TBodyPanel_clear_void
871344,plt_thunk,._ZN13TColorManager5clearEv,TColorManager::clear(void),plt_TColorManager_clear_void
871360,plt_thunk,._ZN12TServerLevel17deleteTempObjectsEv,TServerLevel::deleteTempObjects(void),plt_TServerLevel_deleteTempObjects_void
871376,plt_thunk,._ZN12THashStrings13SetCommaText2ERK7TString,THashStrings::SetCommaText2(TString const&),plt_THashStrings_SetCommaText2_TString_const
871392,plt_thunk,._ZN12GuiArrayCtrl9onKeyDownERK8GuiEvent,GuiArrayCtrl::onKeyDown(GuiEvent const&),plt_GuiArrayCtrl_onKeyDown_GuiEvent_const
871408,plt_thunk,._ZN13TServerPlayer18playerEnteredLevelEv,TServerPlayer::playerEnteredLevel(void),plt_TServerPlayer_playerEnteredLevel_void
871424,plt_thunk,._ZN14TScriptMachine14massTempAssignEv,TScriptMachine::massTempAssign(void),plt_TScriptMachine_massTempAssign_void
871440,plt_thunk,._ZN15TScriptUniverse14addClassScriptERK7TStringS2_,"TScriptUniverse::addClassScript(TString const&,TString const&)",plt_TScriptUniverse_addClassScript_TString_const_TString_const
871456,plt_thunk,._ZNK7TString9trimRightEv,TString::trimRight(void),plt_TString_trimRight_void
871472,plt_thunk,._ZN7TScript16optimizeByteCodeEv,TScript::optimizeByteCode(void),plt_TScript_optimizeByteCode_void
871488,plt_thunk,._ZN7TPlayer12clearWeaponsEv,TPlayer::clearWeapons(void),plt_TPlayer_clearWeapons_void
871504,plt_thunk,._ZN7TClient22sendWantImageUpdateCRCERK7TString,TClient::sendWantImageUpdateCRC(TString const&),plt_TClient_sendWantImageUpdateCRC_TString_const
871520,plt_thunk,._ZN7TSounds13onFileUpdatedERK7TString,TSounds::onFileUpdated(TString const&),plt_TSounds_onFileUpdated_TString_const
871536,plt_thunk,._ZN9TURLCache6addURLERK7TStringS2_,"TURLCache::addURL(TString const&,TString const&)",plt_TURLCache_addURL_TString_const_TString_const
871552,plt_thunk,._Z7anifreePv,anifree(void *),plt_anifree_void
871568,plt_thunk,._ZN16TGraalConnection8sendDataEiRK7TString,"TGraalConnection::sendData(int,TString const&)",plt_TGraalConnection_sendData_int_TString_const
871584,plt_thunk,._ZN13TFileNameScan20clearResourceObjectsEv,TFileNameScan::clearResourceObjects(void),plt_TFileNameScan_clearResourceObjects_void
871600,plt_thunk,._ZN7TPlayer7setMapXEi,TPlayer::setMapX(int),plt_TPlayer_setMapX_int
871616,plt_thunk,._ZN10GuiControl12invalideRectERK15TFloatRectangleb,"GuiControl::invalideRect(TFloatRectangle const&,bool)",plt_GuiControl_invalideRect_TFloatRectangle_const_bool
871632,plt_thunk,._ZN6CyaInt21SendClientKeyExchangeEPNS_6CYASSLE,CyaInt::SendClientKeyExchange(CyaInt::CYASSL *),plt_CyaInt_SendClientKeyExchange_CyaInt_CYASSL
871648,plt_thunk,._ZN9TGraalVarD1Ev,TGraalVar::~TGraalVar(),plt_TGraalVar_TGraalVar
871664,plt_thunk,._ZN14TUpdatePackage4loadEv,TUpdatePackage::load(void),plt_TUpdatePackage_load_void
871680,plt_thunk,._Z17setWebViewVisiblePvb,"setWebViewVisible(void *,bool)",plt_setWebViewVisible_void_bool
871696,plt_thunk,._ZN25TPanelOperation_DrawImageC1EP13TDrawingPanelRK6TPointRK7TString,"TPanelOperation_DrawImage::TPanelOperation_DrawImage(TDrawingPanel *,TPoint const&,TString const&)",plt_TPanelOperation_DrawImage_TPanelOperation_DrawImage_TDrawingPanel_TPoint_const_TString_const
871712,plt_thunk,._Z18yajl_string_decodeP10yajl_buf_tPKhm,"yajl_string_decode(yajl_buf_t *,uchar const*,ulong)",plt_yajl_string_decode_yajl_buf_t_uchar_const_ulong
871728,plt_thunk,._ZN11TStringList6InsertEiRK7TString,"TStringList::Insert(int,TString const&)",plt_TStringList_Insert_int_TString_const
871744,plt_thunk,._ZN7TPlayer11getZoomRectEv,TPlayer::getZoomRect(void),plt_TPlayer_getZoomRect_void
871760,plt_thunk,._ZNK10GuiControl23childGlobalToLocalCoordERK11TFloatPointb,"GuiControl::childGlobalToLocalCoord(TFloatPoint const&,bool)",plt_GuiControl_childGlobalToLocalCoord_TFloatPoint_const_bool
871776,plt_thunk,._ZN6CyaInt32CyaSSL_CTX_load_verify_locationsEPNS_10CYASSL_CTXEPKcS3_,"CyaInt::CyaSSL_CTX_load_verify_locations(CyaInt::CYASSL_CTX *,char const*,char const*)",plt_CyaInt_CyaSSL_CTX_load_verify_locations_CyaInt_CYASSL_CTX_char_const_char_const
871792,plt_thunk,._ZN18TScreenPanelOpenGL10applyStateEv,TScreenPanelOpenGL::applyState(void),plt_TScreenPanelOpenGL_applyState_void
871808,plt_thunk,._ZN6TFiles14extractFileExtERK7TString,TFiles::extractFileExt(TString const&),plt_TFiles_extractFileExt_TString_const
871824,plt_thunk,._ZN7TClient12sendSaveFileERK7TStringiS2_,"TClient::sendSaveFile(TString const&,int,TString const&)",plt_TClient_sendSaveFile_TString_const_int_TString_const
871840,plt_thunk,._ZN8TTexture14getGraalBitmapERK7TStringbb,"TTexture::getGraalBitmap(TString const&,bool,bool)",plt_TTexture_getGraalBitmap_TString_const_bool_bool
871856,plt_thunk,._ZN7TSocket7sendUDPERK7TStringS2_i,"TSocket::sendUDP(TString const&,TString const&,int)",plt_TSocket_sendUDP_TString_const_TString_const_int
871872,plt_thunk,._Z22TClient_initStaticVarsv,TClient_initStaticVars(void),plt_TClient_initStaticVars_void
871888,plt_thunk,._ZN11TLogActions4initEv,TLogActions::init(void),plt_TLogActions_init_void
871904,plt_thunk,._ZN7TPlayer8drawSignEv,TPlayer::drawSign(void),plt_TPlayer_drawSign_void
871936,plt_thunk,._ZN9THTMLPage8initURLsEv,THTMLPage::initURLs(void),plt_THTMLPage_initURLs_void
871952,plt_thunk,._ZNK17GuiControlProfile19getBitmapArrayCountEv,GuiControlProfile::getBitmapArrayCount(void),plt_GuiControlProfile_getBitmapArrayCount_void
871984,plt_thunk,._ZN7TBitmapC1EjjbNS_12BitmapFormatE,"TBitmap::TBitmap(uint,uint,bool,TBitmap::BitmapFormat)",plt_TBitmap_TBitmap_uint_uint_bool_TBitmap_BitmapFormat
872016,plt_thunk,._ZN13TDrawingPanel20filterRectangle_ImplEiiiiRK7TString,"TDrawingPanel::filterRectangle_Impl(int,int,int,int,TString const&)",plt_TDrawingPanel_filterRectangle_Impl_int_int_int_int_TString_const
872032,plt_thunk,._ZN7TPlayer14loadSideLevelsEv,TPlayer::loadSideLevels(void),plt_TPlayer_loadSideLevels_void
872048,plt_thunk,._Z12yajl_buf_lenP10yajl_buf_t,yajl_buf_len(yajl_buf_t *),plt_yajl_buf_len_yajl_buf_t
872064,plt_thunk,._ZN7TClient18sendWantGaniScriptERK7TStringj,"TClient::sendWantGaniScript(TString const&,uint)",plt_TClient_sendWantGaniScript_TString_const_uint
872080,plt_thunk,._Z24BZ2_hbCreateDecodeTablesPiS_S_Phiii,"BZ2_hbCreateDecodeTables(int *,int *,int *,uchar *,int,int,int)",plt_BZ2_hbCreateDecodeTables_int_int_int_uchar_int_int_int
872096,plt_thunk,._ZN7TClient25sendRequestFolderDeletionERK7TString,TClient::sendRequestFolderDeletion(TString const&),plt_TClient_sendRequestFolderDeletion_TString_const
872112,plt_thunk,._ZN13TFontCharInfo10initObjectEv,TFontCharInfo::initObject(void),plt_TFontCharInfo_initObject_void
872144,plt_thunk,._ZN13TFontCharInfo14getCharTextureEv,TFontCharInfo::getCharTexture(void),plt_TFontCharInfo_getCharTexture_void
872160,plt_thunk,._ZN10GuiControlC2ERK7TString_0,GuiControl::GuiControl(TString const&),plt_GuiControl_GuiControl_TString_const__2
872176,plt_thunk,._ZN5TList6RemoveEPv,TList::Remove(void *),plt_TList_Remove_void
872192,plt_thunk,._ZN24GuiBrowserCtrlPropertiesC2Ev,GuiBrowserCtrlProperties::GuiBrowserCtrlProperties(void),plt_GuiBrowserCtrlProperties_GuiBrowserCtrlProperties_void
872208,plt_thunk,._ZN7TPlayer21getTopDrawColorMatrixEv,TPlayer::getTopDrawColorMatrix(void),plt_TPlayer_getTopDrawColorMatrix_void
872240,plt_thunk,._ZN7TSounds8stopMidiEv,TSounds::stopMidi(void),plt_TSounds_stopMidi_void
872256,plt_thunk,._ZN10GuiControlC1Ev,GuiControl::GuiControl(void),plt_GuiControl_GuiControl_void
872272,plt_thunk,._ZN6CyaInt16SSL_ResourceFreeEPNS_6CYASSLE,CyaInt::SSL_ResourceFree(CyaInt::CYASSL *),plt_CyaInt_SSL_ResourceFree_CyaInt_CYASSL
872288,plt_thunk,._ZN13TDrawingPanel10setProfileEP17GuiControlProfile,TDrawingPanel::setProfile(GuiControlProfile *),plt_TDrawingPanel_setProfile_GuiControlProfile
872304,plt_thunk,._ZN17TScriptStackEntry7resolveEP14TScriptMachine,TScriptStackEntry::resolve(TScriptMachine *),plt_TScriptStackEntry_resolve_TScriptMachine
872336,plt_thunk,._ZN15TPixelOperation12drawTriangleEPhii6TPointS1_S1_PKhiiPK8TPaletteiiRK9T2DMatrix,"TPixelOperation::drawTriangle(uchar *,int,int,TPoint,TPoint,TPoint,uchar const*,int,int,TPalette const*,int,int,T2DMatrix const&)",plt_TPixelOperation_drawTriangle_uchar_int_int_TPoint_TPoint_TPoint_uchar_const_int_int_TPalette_const_int_int_T2DMatrix_const
872352,plt_thunk,._ZN18TClientSideTriggerC1ERK7TString,TClientSideTrigger::TClientSideTrigger(TString const&),plt_TClientSideTrigger_TClientSideTrigger_TString_const
872368,plt_thunk,._ZN12TScriptSpace17classUpdateActionEb,TScriptSpace::classUpdateAction(bool),plt_TScriptSpace_classUpdateAction_bool
872416,plt_thunk,._ZN13TServerPlayer16clearNickWrappedEv,TServerPlayer::clearNickWrapped(void),plt_TServerPlayer_clearNickWrapped_void
872432,plt_thunk,._ZN9TGraalVar18writeFloatOrStringERK7TString,TGraalVar::writeFloatOrString(TString const&),plt_TGraalVar_writeFloatOrString_TString_const
872448,plt_thunk,._ZN8TOptions18getOptionsFilenameEv,TOptions::getOptionsFilename(void),plt_TOptions_getOptionsFilename_void
872464,plt_thunk,._ZdaPv,operator delete[](void *),plt_operator_delete_void
872480,plt_thunk,._ZN11TProperties17compilePropertiesEv,TProperties::compileProperties(void),plt_TProperties_compileProperties_void
872496,plt_thunk,._ZN12THTTPRequest9setIsOpenEb,THTTPRequest::setIsOpen(bool),plt_THTTPRequest_setIsOpen_bool
872528,plt_thunk,._ZN13TFileDownload6ignoreERK7TString,TFileDownload::ignore(TString const&),plt_TFileDownload_ignore_TString_const
872544,plt_thunk,._ZN7TPlayer10hurtPlayerEdddRK7TStringP13TServerPlayer,"TPlayer::hurtPlayer(double,double,double,TString const&,TServerPlayer *)",plt_TPlayer_hurtPlayer_double_double_double_TString_const_TServerPlayer
872560,plt_thunk,._ZN6TTiles17AddTileDefinitionERK7TStringS2_iii,"TTiles::AddTileDefinition(TString const&,TString const&,int,int,int)",plt_TTiles_AddTileDefinition_TString_const_TString_const_int_int_int
872576,plt_thunk,._ZN7TClient19removeRequestedFileERK7TString,TClient::removeRequestedFile(TString const&),plt_TClient_removeRequestedFile_TString_const
872592,plt_thunk,._ZN6CyaInt7mp_zeroEPNS_6mp_intE,CyaInt::mp_zero(CyaInt::mp_int *),plt_CyaInt_mp_zero_CyaInt_mp_int
872624,plt_thunk,._ZN8html_tag9getOptionERK7TString,html_tag::getOption(TString const&),plt_html_tag_getOption_TString_const
872656,plt_thunk,._ZN12TScriptSpace10setClassesERK7TString,TScriptSpace::setClasses(TString const&),plt_TScriptSpace_setClasses_TString_const
872672,plt_thunk,._ZN14TScriptMachine18callScriptFunctionEP9TGraalVarP15TScriptFunctioni,"TScriptMachine::callScriptFunction(TGraalVar *,TScriptFunction *,int)",plt_TScriptMachine_callScriptFunction_TGraalVar_TScriptFunction_int
872688,plt_thunk,._ZN16TGraalConnectionC2EP17TSocketConnection,TGraalConnection::TGraalConnection(TSocketConnection *),plt_TGraalConnection_TGraalConnection_TSocketConnection
872704,plt_thunk,._ZN7TClient19sendWantImageUpdateERK7TString,TClient::sendWantImageUpdate(TString const&),plt_TClient_sendWantImageUpdate_TString_const
872720,plt_thunk,._ZN18TScriptEnvironment20compilePropertyListsEv,TScriptEnvironment::compilePropertyLists(void),plt_TScriptEnvironment_compilePropertyLists_void
872736,plt_thunk,._ZN18TScreenPanelOpenGL15drawTextureFontEP5TFontiiPKciiRK12TFontOptions,"TScreenPanelOpenGL::drawTextureFont(TFont *,int,int,char const*,int,int,TFontOptions const&)",plt_TScreenPanelOpenGL_drawTextureFont_TFont_int_int_char_const_int_int_TFontOptions_const
872752,plt_thunk,._ZN13TDrawingPanel17saveImageToStringERK7TStringi,"TDrawingPanel::saveImageToString(TString const&,int)",plt_TDrawingPanel_saveImageToString_TString_const_int
872784,plt_thunk,._ZN7TPlayerC1Ei,TPlayer::TPlayer(int),plt_TPlayer_TPlayer_int
872800,plt_thunk,._ZN12TServerChest7setOpenEb,TServerChest::setOpen(bool),plt_TServerChest_setOpen_bool
872816,plt_thunk,._ZN13TScriptActionD1Ev,TScriptAction::~TScriptAction(),plt_TScriptAction_TScriptAction
872832,plt_thunk,._ZN10GuiControl12invalideRectEb,GuiControl::invalideRect(bool),plt_GuiControl_invalideRect_bool
872848,plt_thunk,._ZN11TStringList3AddERK7TString,TStringList::Add(TString const&),plt_TStringList_Add_TString_const
872864,plt_thunk,._ZN7TClient10uploadFileERK7TString,TClient::uploadFile(TString const&),plt_TClient_uploadFile_TString_const
872880,plt_thunk,._ZN13TGUIAnimation11setRotationEf,TGUIAnimation::setRotation(float),plt_TGUIAnimation_setRotation_float
872896,plt_thunk,._ZN14TScriptMachine18setExecutingObjectEP9TGraalVarRK7TStringPS_,"TScriptMachine::setExecutingObject(TGraalVar *,TString const&,TScriptMachine*)",plt_TScriptMachine_setExecutingObject_TGraalVar_TString_const_TScriptMachine
872928,plt_thunk,._ZN11TGaniObject22getGaniObjectForSpriteEP15TGraalAniSprite,TGaniObject::getGaniObjectForSprite(TGraalAniSprite *),plt_TGaniObject_getGaniObjectForSprite_TGraalAniSprite
872944,plt_thunk,._ZN7TSounds6getvolEdd,"TSounds::getvol(double,double)",plt_TSounds_getvol_double_double
